latency_cycles, datasize, seal
3388.000000,1,false
3388.000000,1,false
3392.000000,1,false
3392.000000,1,false
3396.000000,1,false
3398.000000,1,false
3398.000000,1,false
3398.000000,1,false
3398.000000,1,false
3402.000000,1,false
3402.000000,1,false
3404.000000,1,false
3404.000000,1,false
3404.000000,1,false
3404.000000,1,false
3404.000000,1,false
3406.000000,1,false
3406.000000,1,false
3406.000000,1,false
3406.000000,1,false
3406.000000,1,false
3408.000000,1,false
3408.000000,1,false
3408.000000,1,false
3410.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3412.000000,1,false
3414.000000,1,false
3414.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3416.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3418.000000,1,false
3420.000000,1,false
3420.000000,1,false
3420.000000,1,false
3420.000000,1,false
3420.000000,1,false
3420.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3422.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3424.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3426.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3428.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3430.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3432.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3434.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3436.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3438.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3440.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3442.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3444.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3446.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3448.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3450.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3452.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3454.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3456.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3458.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3460.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3462.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3464.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3466.000000,1,false
3468.000000,1,false
3468.000000,1,false
3468.000000,1,false
3468.000000,1,false
3468.000000,1,false
3468.000000,1,false
3468.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3470.000000,1,false
3472.000000,1,false
3472.000000,1,false
3472.000000,1,false
3472.000000,1,false
3472.000000,1,false
3472.000000,1,false
3472.000000,1,false
