latency_cycles, datasize, seal
29750.000000,1,true
29752.000000,1,true
29754.000000,1,true
29754.000000,1,true
29756.000000,1,true
29756.000000,1,true
29756.000000,1,true
29756.000000,1,true
29758.000000,1,true
29758.000000,1,true
29762.000000,1,true
29764.000000,1,true
29764.000000,1,true
29766.000000,1,true
29766.000000,1,true
29768.000000,1,true
29768.000000,1,true
29770.000000,1,true
29770.000000,1,true
29770.000000,1,true
29772.000000,1,true
29774.000000,1,true
29776.000000,1,true
29776.000000,1,true
29780.000000,1,true
29780.000000,1,true
29780.000000,1,true
29782.000000,1,true
29782.000000,1,true
29784.000000,1,true
29784.000000,1,true
29784.000000,1,true
29786.000000,1,true
29786.000000,1,true
29786.000000,1,true
29788.000000,1,true
29788.000000,1,true
29788.000000,1,true
29790.000000,1,true
29790.000000,1,true
29792.000000,1,true
29792.000000,1,true
29792.000000,1,true
29792.000000,1,true
29794.000000,1,true
29794.000000,1,true
29796.000000,1,true
29796.000000,1,true
29796.000000,1,true
29798.000000,1,true
29802.000000,1,true
29802.000000,1,true
29802.000000,1,true
29802.000000,1,true
29804.000000,1,true
29804.000000,1,true
29804.000000,1,true
29806.000000,1,true
29808.000000,1,true
29810.000000,1,true
29812.000000,1,true
29812.000000,1,true
29814.000000,1,true
29816.000000,1,true
29816.000000,1,true
29818.000000,1,true
29818.000000,1,true
29818.000000,1,true
29820.000000,1,true
29820.000000,1,true
29820.000000,1,true
29822.000000,1,true
29822.000000,1,true
29822.000000,1,true
29824.000000,1,true
29824.000000,1,true
29824.000000,1,true
29826.000000,1,true
29826.000000,1,true
29826.000000,1,true
29826.000000,1,true
29828.000000,1,true
29828.000000,1,true
29828.000000,1,true
29828.000000,1,true
29828.000000,1,true
29830.000000,1,true
29830.000000,1,true
29830.000000,1,true
29830.000000,1,true
29832.000000,1,true
29834.000000,1,true
29834.000000,1,true
29834.000000,1,true
29834.000000,1,true
29836.000000,1,true
29838.000000,1,true
29838.000000,1,true
29838.000000,1,true
29840.000000,1,true
29840.000000,1,true
29840.000000,1,true
29840.000000,1,true
29840.000000,1,true
29842.000000,1,true
29844.000000,1,true
29844.000000,1,true
29844.000000,1,true
29844.000000,1,true
29846.000000,1,true
29848.000000,1,true
29848.000000,1,true
29848.000000,1,true
29848.000000,1,true
29850.000000,1,true
29850.000000,1,true
29852.000000,1,true
29852.000000,1,true
29854.000000,1,true
29854.000000,1,true
29856.000000,1,true
29856.000000,1,true
29856.000000,1,true
29856.000000,1,true
29858.000000,1,true
29858.000000,1,true
29860.000000,1,true
29862.000000,1,true
29862.000000,1,true
29862.000000,1,true
29862.000000,1,true
29864.000000,1,true
29864.000000,1,true
29866.000000,1,true
29866.000000,1,true
29866.000000,1,true
29866.000000,1,true
29868.000000,1,true
29868.000000,1,true
29868.000000,1,true
29870.000000,1,true
29872.000000,1,true
29872.000000,1,true
29872.000000,1,true
29874.000000,1,true
29874.000000,1,true
29876.000000,1,true
29876.000000,1,true
29876.000000,1,true
29876.000000,1,true
29878.000000,1,true
29880.000000,1,true
29880.000000,1,true
29880.000000,1,true
29880.000000,1,true
29882.000000,1,true
29882.000000,1,true
29884.000000,1,true
29886.000000,1,true
29886.000000,1,true
29886.000000,1,true
29890.000000,1,true
29890.000000,1,true
29890.000000,1,true
29892.000000,1,true
29892.000000,1,true
29892.000000,1,true
29892.000000,1,true
29892.000000,1,true
29894.000000,1,true
29894.000000,1,true
29894.000000,1,true
29894.000000,1,true
29894.000000,1,true
29896.000000,1,true
29896.000000,1,true
29898.000000,1,true
29898.000000,1,true
29898.000000,1,true
29898.000000,1,true
29900.000000,1,true
29900.000000,1,true
29902.000000,1,true
29902.000000,1,true
29902.000000,1,true
29902.000000,1,true
29902.000000,1,true
29904.000000,1,true
29906.000000,1,true
29906.000000,1,true
29906.000000,1,true
29908.000000,1,true
29908.000000,1,true
29908.000000,1,true
29910.000000,1,true
29910.000000,1,true
29912.000000,1,true
29912.000000,1,true
29912.000000,1,true
29912.000000,1,true
29914.000000,1,true
29914.000000,1,true
29914.000000,1,true
29914.000000,1,true
29914.000000,1,true
29914.000000,1,true
29914.000000,1,true
29914.000000,1,true
29916.000000,1,true
29916.000000,1,true
29916.000000,1,true
29918.000000,1,true
29918.000000,1,true
29918.000000,1,true
29920.000000,1,true
29920.000000,1,true
29922.000000,1,true
29924.000000,1,true
29924.000000,1,true
29926.000000,1,true
29926.000000,1,true
29928.000000,1,true
29930.000000,1,true
29930.000000,1,true
29930.000000,1,true
29932.000000,1,true
29932.000000,1,true
29932.000000,1,true
29934.000000,1,true
29934.000000,1,true
29934.000000,1,true
29934.000000,1,true
29934.000000,1,true
29934.000000,1,true
29936.000000,1,true
29936.000000,1,true
29938.000000,1,true
29938.000000,1,true
29940.000000,1,true
29940.000000,1,true
29940.000000,1,true
29940.000000,1,true
29940.000000,1,true
29940.000000,1,true
29944.000000,1,true
29946.000000,1,true
29946.000000,1,true
29948.000000,1,true
29948.000000,1,true
29950.000000,1,true
29950.000000,1,true
29950.000000,1,true
29952.000000,1,true
29952.000000,1,true
29952.000000,1,true
29952.000000,1,true
29952.000000,1,true
29954.000000,1,true
29954.000000,1,true
29954.000000,1,true
29954.000000,1,true
29956.000000,1,true
29956.000000,1,true
29956.000000,1,true
29956.000000,1,true
29958.000000,1,true
29958.000000,1,true
29960.000000,1,true
29962.000000,1,true
29962.000000,1,true
29962.000000,1,true
29964.000000,1,true
29966.000000,1,true
29966.000000,1,true
29966.000000,1,true
29968.000000,1,true
29968.000000,1,true
29970.000000,1,true
29970.000000,1,true
29972.000000,1,true
29972.000000,1,true
29972.000000,1,true
29972.000000,1,true
29974.000000,1,true
29974.000000,1,true
29974.000000,1,true
29976.000000,1,true
29976.000000,1,true
29976.000000,1,true
29976.000000,1,true
29978.000000,1,true
29978.000000,1,true
29980.000000,1,true
29980.000000,1,true
29980.000000,1,true
29982.000000,1,true
29982.000000,1,true
29982.000000,1,true
29984.000000,1,true
29984.000000,1,true
29984.000000,1,true
29986.000000,1,true
29986.000000,1,true
29988.000000,1,true
29988.000000,1,true
29988.000000,1,true
29988.000000,1,true
29990.000000,1,true
29992.000000,1,true
29992.000000,1,true
29992.000000,1,true
29992.000000,1,true
29992.000000,1,true
29994.000000,1,true
29994.000000,1,true
29994.000000,1,true
29994.000000,1,true
29996.000000,1,true
29996.000000,1,true
29996.000000,1,true
29996.000000,1,true
29996.000000,1,true
29998.000000,1,true
30000.000000,1,true
30000.000000,1,true
30002.000000,1,true
30002.000000,1,true
30002.000000,1,true
30002.000000,1,true
30002.000000,1,true
30004.000000,1,true
30004.000000,1,true
30004.000000,1,true
30004.000000,1,true
30004.000000,1,true
30004.000000,1,true
30004.000000,1,true
30006.000000,1,true
30006.000000,1,true
30008.000000,1,true
30010.000000,1,true
30010.000000,1,true
30010.000000,1,true
30010.000000,1,true
30010.000000,1,true
30010.000000,1,true
30012.000000,1,true
30014.000000,1,true
30014.000000,1,true
30014.000000,1,true
30014.000000,1,true
30016.000000,1,true
30016.000000,1,true
30016.000000,1,true
30016.000000,1,true
30018.000000,1,true
30018.000000,1,true
30018.000000,1,true
30018.000000,1,true
30018.000000,1,true
30018.000000,1,true
30018.000000,1,true
30020.000000,1,true
30020.000000,1,true
30022.000000,1,true
30022.000000,1,true
30022.000000,1,true
30022.000000,1,true
30024.000000,1,true
30024.000000,1,true
30026.000000,1,true
30026.000000,1,true
30026.000000,1,true
30028.000000,1,true
30028.000000,1,true
30028.000000,1,true
30028.000000,1,true
30030.000000,1,true
30030.000000,1,true
30030.000000,1,true
30030.000000,1,true
30030.000000,1,true
30030.000000,1,true
30030.000000,1,true
30032.000000,1,true
30032.000000,1,true
30032.000000,1,true
30032.000000,1,true
30034.000000,1,true
30034.000000,1,true
30036.000000,1,true
30036.000000,1,true
30036.000000,1,true
30036.000000,1,true
30038.000000,1,true
30038.000000,1,true
30038.000000,1,true
30040.000000,1,true
30042.000000,1,true
30042.000000,1,true
30044.000000,1,true
30044.000000,1,true
30044.000000,1,true
30046.000000,1,true
30046.000000,1,true
30048.000000,1,true
30048.000000,1,true
30050.000000,1,true
30050.000000,1,true
30052.000000,1,true
30054.000000,1,true
30054.000000,1,true
30054.000000,1,true
30054.000000,1,true
30054.000000,1,true
30054.000000,1,true
30056.000000,1,true
30056.000000,1,true
30056.000000,1,true
30056.000000,1,true
30058.000000,1,true
30060.000000,1,true
30060.000000,1,true
30060.000000,1,true
30060.000000,1,true
30062.000000,1,true
30062.000000,1,true
30064.000000,1,true
30066.000000,1,true
30066.000000,1,true
30068.000000,1,true
30070.000000,1,true
30070.000000,1,true
30072.000000,1,true
30072.000000,1,true
30072.000000,1,true
30074.000000,1,true
30074.000000,1,true
30074.000000,1,true
30076.000000,1,true
30076.000000,1,true
30076.000000,1,true
30078.000000,1,true
30078.000000,1,true
30078.000000,1,true
30078.000000,1,true
30078.000000,1,true
30080.000000,1,true
30082.000000,1,true
30082.000000,1,true
30082.000000,1,true
30084.000000,1,true
30084.000000,1,true
30084.000000,1,true
30084.000000,1,true
30086.000000,1,true
30086.000000,1,true
30086.000000,1,true
30088.000000,1,true
30088.000000,1,true
30088.000000,1,true
30090.000000,1,true
30090.000000,1,true
30090.000000,1,true
30092.000000,1,true
30094.000000,1,true
30094.000000,1,true
30096.000000,1,true
30096.000000,1,true
30096.000000,1,true
30096.000000,1,true
30096.000000,1,true
30098.000000,1,true
30100.000000,1,true
30100.000000,1,true
30100.000000,1,true
30100.000000,1,true
30100.000000,1,true
30100.000000,1,true
30100.000000,1,true
30100.000000,1,true
30102.000000,1,true
30102.000000,1,true
30102.000000,1,true
30102.000000,1,true
30102.000000,1,true
30104.000000,1,true
30106.000000,1,true
30106.000000,1,true
30110.000000,1,true
30110.000000,1,true
30112.000000,1,true
30114.000000,1,true
30114.000000,1,true
30116.000000,1,true
30120.000000,1,true
30120.000000,1,true
30122.000000,1,true
30122.000000,1,true
30124.000000,1,true
30124.000000,1,true
30124.000000,1,true
30126.000000,1,true
30128.000000,1,true
30128.000000,1,true
30128.000000,1,true
30130.000000,1,true
30130.000000,1,true
30132.000000,1,true
30132.000000,1,true
30132.000000,1,true
30132.000000,1,true
30132.000000,1,true
30134.000000,1,true
30136.000000,1,true
30136.000000,1,true
30140.000000,1,true
30142.000000,1,true
30142.000000,1,true
30144.000000,1,true
30146.000000,1,true
30146.000000,1,true
30146.000000,1,true
30146.000000,1,true
30148.000000,1,true
30148.000000,1,true
30150.000000,1,true
30150.000000,1,true
30150.000000,1,true
30152.000000,1,true
30152.000000,1,true
30154.000000,1,true
30154.000000,1,true
30156.000000,1,true
30156.000000,1,true
30160.000000,1,true
30160.000000,1,true
30162.000000,1,true
30164.000000,1,true
30166.000000,1,true
30166.000000,1,true
30166.000000,1,true
30166.000000,1,true
30168.000000,1,true
30170.000000,1,true
30174.000000,1,true
30174.000000,1,true
30174.000000,1,true
30178.000000,1,true
30178.000000,1,true
30178.000000,1,true
30178.000000,1,true
30182.000000,1,true
30182.000000,1,true
30186.000000,1,true
30186.000000,1,true
30188.000000,1,true
30190.000000,1,true
30190.000000,1,true
30190.000000,1,true
30192.000000,1,true
30192.000000,1,true
30192.000000,1,true
30194.000000,1,true
30196.000000,1,true
30198.000000,1,true
30200.000000,1,true
30202.000000,1,true
30204.000000,1,true
30204.000000,1,true
30204.000000,1,true
30208.000000,1,true
30208.000000,1,true
30208.000000,1,true
30208.000000,1,true
30210.000000,1,true
30210.000000,1,true
30210.000000,1,true
30210.000000,1,true
30210.000000,1,true
30210.000000,1,true
30212.000000,1,true
30216.000000,1,true
30218.000000,1,true
30220.000000,1,true
30222.000000,1,true
30222.000000,1,true
30222.000000,1,true
30222.000000,1,true
30228.000000,1,true
30228.000000,1,true
30228.000000,1,true
30230.000000,1,true
30230.000000,1,true
30230.000000,1,true
30232.000000,1,true
30234.000000,1,true
30234.000000,1,true
30234.000000,1,true
30234.000000,1,true
30236.000000,1,true
30240.000000,1,true
30240.000000,1,true
30242.000000,1,true
30242.000000,1,true
30244.000000,1,true
30244.000000,1,true
30246.000000,1,true
30246.000000,1,true
30246.000000,1,true
30252.000000,1,true
30252.000000,1,true
30252.000000,1,true
30254.000000,1,true
30254.000000,1,true
30254.000000,1,true
30254.000000,1,true
30256.000000,1,true
30256.000000,1,true
30256.000000,1,true
30258.000000,1,true
30258.000000,1,true
30260.000000,1,true
30262.000000,1,true
30262.000000,1,true
30262.000000,1,true
30264.000000,1,true
30266.000000,1,true
30266.000000,1,true
30268.000000,1,true
30268.000000,1,true
30270.000000,1,true
30270.000000,1,true
30272.000000,1,true
30272.000000,1,true
30274.000000,1,true
30274.000000,1,true
30276.000000,1,true
30276.000000,1,true
30276.000000,1,true
30278.000000,1,true
30278.000000,1,true
30278.000000,1,true
30278.000000,1,true
30278.000000,1,true
30278.000000,1,true
30278.000000,1,true
30278.000000,1,true
30280.000000,1,true
30282.000000,1,true
30282.000000,1,true
30284.000000,1,true
30284.000000,1,true
30286.000000,1,true
30288.000000,1,true
30290.000000,1,true
30290.000000,1,true
30294.000000,1,true
30296.000000,1,true
30296.000000,1,true
30298.000000,1,true
30300.000000,1,true
30300.000000,1,true
30304.000000,1,true
30306.000000,1,true
30306.000000,1,true
30306.000000,1,true
30308.000000,1,true
30310.000000,1,true
30310.000000,1,true
30312.000000,1,true
30312.000000,1,true
30314.000000,1,true
30316.000000,1,true
30316.000000,1,true
30316.000000,1,true
30316.000000,1,true
30318.000000,1,true
30320.000000,1,true
30322.000000,1,true
30324.000000,1,true
30324.000000,1,true
30324.000000,1,true
30326.000000,1,true
30326.000000,1,true
30328.000000,1,true
30328.000000,1,true
30328.000000,1,true
30328.000000,1,true
30330.000000,1,true
30332.000000,1,true
30332.000000,1,true
30334.000000,1,true
30334.000000,1,true
30336.000000,1,true
30336.000000,1,true
30340.000000,1,true
30340.000000,1,true
30340.000000,1,true
30340.000000,1,true
30340.000000,1,true
30342.000000,1,true
30342.000000,1,true
30346.000000,1,true
30346.000000,1,true
30348.000000,1,true
30348.000000,1,true
30350.000000,1,true
30350.000000,1,true
30350.000000,1,true
30350.000000,1,true
30352.000000,1,true
30352.000000,1,true
30354.000000,1,true
30354.000000,1,true
30356.000000,1,true
30356.000000,1,true
30358.000000,1,true
30358.000000,1,true
30362.000000,1,true
30364.000000,1,true
30364.000000,1,true
30364.000000,1,true
30364.000000,1,true
30366.000000,1,true
30368.000000,1,true
30368.000000,1,true
30370.000000,1,true
30370.000000,1,true
30372.000000,1,true
30372.000000,1,true
30374.000000,1,true
30374.000000,1,true
30378.000000,1,true
30378.000000,1,true
30378.000000,1,true
30380.000000,1,true
30380.000000,1,true
30380.000000,1,true
30380.000000,1,true
30382.000000,1,true
30384.000000,1,true
30384.000000,1,true
30388.000000,1,true
30390.000000,1,true
30390.000000,1,true
30390.000000,1,true
30392.000000,1,true
30394.000000,1,true
30394.000000,1,true
30400.000000,1,true
30400.000000,1,true
30400.000000,1,true
30402.000000,1,true
30404.000000,1,true
30404.000000,1,true
30406.000000,1,true
30406.000000,1,true
30408.000000,1,true
30410.000000,1,true
30410.000000,1,true
30410.000000,1,true
30412.000000,1,true
30414.000000,1,true
30416.000000,1,true
30416.000000,1,true
30418.000000,1,true
30418.000000,1,true
30420.000000,1,true
30420.000000,1,true
30420.000000,1,true
30420.000000,1,true
30422.000000,1,true
30424.000000,1,true
30424.000000,1,true
30424.000000,1,true
30426.000000,1,true
30426.000000,1,true
30426.000000,1,true
30426.000000,1,true
30428.000000,1,true
30428.000000,1,true
30430.000000,1,true
30432.000000,1,true
30434.000000,1,true
30434.000000,1,true
30436.000000,1,true
30438.000000,1,true
30438.000000,1,true
30444.000000,1,true
30444.000000,1,true
30446.000000,1,true
30446.000000,1,true
30450.000000,1,true
30450.000000,1,true
30450.000000,1,true
30450.000000,1,true
30450.000000,1,true
30452.000000,1,true
30456.000000,1,true
30456.000000,1,true
30456.000000,1,true
30456.000000,1,true
30456.000000,1,true
30458.000000,1,true
30458.000000,1,true
30458.000000,1,true
30458.000000,1,true
30460.000000,1,true
30460.000000,1,true
30462.000000,1,true
30462.000000,1,true
30462.000000,1,true
30462.000000,1,true
30464.000000,1,true
30464.000000,1,true
30466.000000,1,true
30468.000000,1,true
30470.000000,1,true
30470.000000,1,true
30470.000000,1,true
30470.000000,1,true
30474.000000,1,true
30476.000000,1,true
30476.000000,1,true
30480.000000,1,true
30480.000000,1,true
30482.000000,1,true
30484.000000,1,true
30486.000000,1,true
30486.000000,1,true
30488.000000,1,true
30490.000000,1,true
30490.000000,1,true
30492.000000,1,true
30494.000000,1,true
30496.000000,1,true
30496.000000,1,true
30498.000000,1,true
30498.000000,1,true
30502.000000,1,true
30506.000000,1,true
30506.000000,1,true
30506.000000,1,true
30506.000000,1,true
30510.000000,1,true
30510.000000,1,true
30510.000000,1,true
30516.000000,1,true
30516.000000,1,true
30518.000000,1,true
30520.000000,1,true
30520.000000,1,true
30520.000000,1,true
30522.000000,1,true
30522.000000,1,true
30522.000000,1,true
30524.000000,1,true
30524.000000,1,true
30524.000000,1,true
30524.000000,1,true
30526.000000,1,true
30526.000000,1,true
30528.000000,1,true
30532.000000,1,true
