# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 63K of event 'cpu-clock:HG'
# Event count (approx.): 1276560000000
#
# Overhead       Samples  Command  Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  .......  ...................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................     0.08%            53  pal-sgx  libhyrise_impl.so    [.] hyrise::EqualDistinctCountHistogram<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::from_column(hyrise::Table const&, hyrise::ColumnID, unsigned long, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)
     0.08%            53  pal-sgx  libhyrise_impl.so    [.] hyrise::Worker::_work(hyrise::Worker::AllowSleep)
     0.08%            51  pal-sgx  libhyrise_impl.so    [.] (anonymous namespace)::split_results_chunk_wise<float, (hyrise::WindowFunction)2, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2}, std::shared_ptr<hyrise::RowIDPosList> >(bool, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > const&, std::vector<std::shared_ptr<hyrise::RowIDPosList>, std::allocator<std::shared_ptr<hyrise::RowIDPosList> > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2})::{lambda()#1}::operator()() const
     0.08%            51  pal-sgx  libjemalloc.so.2     [.] je_arena_tcache_fill_small
     0.08%            49  pal-sgx  libhyrise_impl.so    [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<false, hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::less<void> >(std::less<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, std::integral_constant<bool, false> >(hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::less<void> >(std::less<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.08%            48  pal-sgx  libhyrise_impl.so    [.] void hyrise::DictionarySegmentIterable<int, std::vector<int, boost::container::pmr::polymorphic_allocator<int> > >::_on_with_iterators<hyrise::segment_iterate<int, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<int, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.07%            47  pal-sgx  libhyrise_impl.so    [.] boost::container::small_vector<hyrise::RowID, 1ul, boost::container::pmr::polymorphic_allocator<hyrise::RowID>, void>* std::__do_uninit_fill_n<boost::container::small_vector<hyrise::RowID, 1ul, boost::container::pmr::polymorphic_allocator<hyrise::RowID>, void>*, unsigned long, boost::container::small_vector<hyrise::RowID, 1ul, boost::container::pmr::polymorphic_allocator<hyrise::RowID>, void> >(boost::container::small_vector<hyrise::RowID, 1ul, boost::container::pmr::polymorphic_allocator<hyrise::RowID>, void>*, unsigned long, boost::container::small_vector<hyrise::RowID, 1ul, boost::container::pmr::polymorphic_allocator<hyrise::RowID>, void> const&)
     0.07%            46  pal-sgx  libhyrise_impl.so    [.] hyrise::ExpressionEvaluator::_evaluate_substring[abi:cxx11](std::vector<std::shared_ptr<hyrise::AbstractExpression>, std::allocator<std::shared_ptr<hyrise::AbstractExpression> > > const&)
     0.07%            46  pal-sgx  libjemalloc.so.2     [.] je_extent_avail_remove
     0.07%            45  pal-sgx  libhyrise_impl.so    [.] void hyrise::ReferenceSegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseReferencedSegmentType)0>::_on_with_iterators<hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#2}>(hyrise::AbstractSegment const&, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#2} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#2}>(hyrise::AbstractSegment const&, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#2} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.07%            43  pal-sgx  libhyrise_impl.so    [.] std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&)
     0.07%            43  pal-sgx  libhyrise_impl.so    [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<true, hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::greater_equal<void> >(std::greater_equal<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, std::integral_constant<bool, false> >(hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::greater_equal<void> >(std::greater_equal<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.07%            42  pal-sgx  libhyrise_impl.so    [.] void boost::sort::pdqsort_detail::pdqsort_loop<__gnu_cxx::__normal_iterator<std::pair<float, float>*, std::vector<std::pair<float, float>, std::allocator<std::pair<float, float> > > >, (anonymous namespace)::value_distribution_from_column<float>(hyrise::Table const&, hyrise::ColumnID, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&, auto:2 const&)#1}, false>(__gnu_cxx::__normal_iterator<std::pair<float, float>*, std::vector<std::pair<float, float>, std::allocator<std::pair<float, float> > > >, __gnu_cxx::__normal_iterator<std::pair<float, float>*, std::vector<std::pair<float, float>, std::allocator<std::pair<float, float> > > >, (anonymous namespace)::value_distribution_from_column<float>(hyrise::Table const&, hyrise::ColumnID, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&, auto:2 const&)#1}, int, bool)
     0.07%            42  pal-sgx  libhyrise_impl.so    [.] void hyrise::ReferenceSegmentIterable<int, (hyrise::EraseReferencedSegmentType)0>::_on_with_iterators<hyrise::segment_iterate<int, (hyrise::EraseTypes)0, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2}>(hyrise::AbstractSegment const&, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<int, (hyrise::EraseTypes)0, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2}>(hyrise::AbstractSegment const&, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.06%            39  pal-sgx  libhyrise_impl.so    [.] void hyrise::DictionarySegmentIterable<float, std::vector<float, boost::container::pmr::polymorphic_allocator<float> > >::_on_with_iterators<hyrise::segment_iterate<float, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<float>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<float, float, boost::hash<float>, std::equal_to<float>, std::allocator<std::pair<float const, float> > >&, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<float>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<float, float, boost::hash<float>, std::equal_to<float>, std::allocator<std::pair<float const, float> > >&, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<float, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<float>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<float, float, boost::hash<float>, std::equal_to<float>, std::allocator<std::pair<float const, float> > >&, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<float>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<float, float, boost::hash<float>, std::equal_to<float>, std::allocator<std::pair<float const, float> > >&, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.06%            39  pal-sgx  libhyrise_impl.so    [.] void hyrise::DictionarySegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >::_on_with_iterators<hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.06%            37  pal-sgx  libhyrise_impl.so    [.] _ZN6hyrise20resolve_segment_typeIfNS_15AbstractSegmentEZNKS_24ReferenceSegmentIterableIfLNS_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZNS_15segment_iterateIfLNS_10EraseTypesE0EZNS_13AggregateHash18_aggregate_segmentIfLNS_14WindowFunctionE2EmEEvNS_7ChunkIDENS_8ColumnIDERKS1_RSt6vectorINSt11conditionalIXsr3stdE9is_same_vIT1_N5boost9container12small_vectorImLm4ENSJ_3pmr21polymorphic_allocatorImEEvEEEESF_ISH_NSM_ISH_EEE20uninitialized_vectorISH_SP_EE4typeENSM_ISU_EEEEUlRKT_E0_EEvSE_RKSH_EUlSY_T0_E_EEvS10_EUlS10_E_EENSt9enable_ifIXsr3stdE9is_same_vIS1_NSt12remove_constIS14_E4typeEEEvE4typeERS14_S13_
     0.06%            37  pal-sgx  libhyrise_impl.so    [.] hyrise::EntireChunkPosList::operator[](unsigned long) const
     0.06%            37  pal-sgx  libhyrise_impl.so    [.] hyrise::ExpressionEvaluator::evaluate_expression_to_segment(hyrise::AbstractExpression const&)
     0.06%            37  pal-sgx  libhyrise_impl.so    [.] void boost::hana::detail::on_each<hyrise::resolve_data_type<hyrise::AggregateHash::_create_aggregate_context<unsigned long>(hyrise::detail::DataType, hyrise::WindowFunction) const::{lambda(auto:1)#1}>(hyrise::detail::DataType, hyrise::AggregateHash::_create_aggregate_context<unsigned long>(hyrise::detail::DataType, hyrise::WindowFunction) const::{lambda(auto:1)#1} const&)::{lambda(auto:1)#1}*>::operator()<boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<int>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<long>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<float>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<double>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::_> const&>(boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<int>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<long>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<float>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<double>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::_> const&) const
     0.06%            36  pal-sgx  libhyrise_impl.so    [.] boost::container::pmr::DefaultResourceImpl::do_allocate(unsigned long, unsigned long)
     0.05%            34  pal-sgx  libhyrise_impl.so    [.] std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >&&)
     0.05%            33  pal-sgx  libhyrise_impl.so    [.] std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > >::reference (anonymous namespace)::get_or_add_result<std::integral_constant<bool, true>, boost::unordered::unordered_flat_map<unsigned long, unsigned long, std::hash<unsigned long>, std::equal_to<unsigned long>, boost::container::pmr::polymorphic_allocator<std::pair<unsigned long const, unsigned long> > >, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > >, unsigned long>(std::integral_constant<bool, true>, boost::unordered::unordered_flat_map<unsigned long, unsigned long, std::hash<unsigned long>, std::equal_to<unsigned long>, boost::container::pmr::polymorphic_allocator<std::pair<unsigned long const, unsigned long> > >&, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > >&, unsigned long&, hyrise::RowID const&)
