# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 77K of event 'cpu-clock:HG'
# Event count (approx.): 1545460000000
#
# Overhead       Samples  Command  Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  .......  ....................  .............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................     0.06%            50  pal-sgx  libhyrise_impl.so     [.] (anonymous namespace)::split_results_chunk_wise<float, (hyrise::WindowFunction)2, hyrise::write_aggregate_values<float, double, (hyrise::WindowFunction)2>(std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > const&, std::vector<std::vector<double, boost::container::pmr::polymorphic_allocator<double> >, std::allocator<std::vector<double, boost::container::pmr::polymorphic_allocator<double> > > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#1}, std::vector<double, boost::container::pmr::polymorphic_allocator<double> > >(bool, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > const&, std::vector<std::vector<double, boost::container::pmr::polymorphic_allocator<double> >, std::allocator<std::vector<double, boost::container::pmr::polymorphic_allocator<double> > > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&, hyrise::write_aggregate_values<float, double, (hyrise::WindowFunction)2>(std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)2>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)2> > > const&, std::vector<std::vector<double, boost::container::pmr::polymorphic_allocator<double> >, std::allocator<std::vector<double, boost::container::pmr::polymorphic_allocator<double> > > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#1})::{lambda()#1}::operator()() const
     0.06%            50  pal-sgx  libhyrise_impl.so     [.] boost::container::pmr::DefaultResourceImpl::do_deallocate(void*, unsigned long, unsigned long)
     0.06%            49  pal-sgx  libsysdb.so           [.] bkeep_munmap
     0.06%            47  pal-sgx  libc.so.6             [.] pthread_mutex_trylock@@GLIBC_2.34
     0.06%            45  pal-sgx  libhyrise_impl.so     [.] hyrise::Worker::_work(hyrise::Worker::AllowSleep)
     0.06%            44  pal-sgx  libhyrise_impl.so     [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<true, hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::greater_equal<void> >(std::greater_equal<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, std::integral_constant<bool, false> >(hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::greater_equal<void> >(std::greater_equal<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, hyrise::AttributeVectorIterable::Iterator<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, boost::container::pmr::polymorphic_allocator<unsigned short> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.06%            43  pal-sgx  libhyrise_impl.so     [.] void boost::sort::pdqsort_detail::pdqsort_loop<__gnu_cxx::__normal_iterator<std::pair<float, float>*, std::vector<std::pair<float, float>, std::allocator<std::pair<float, float> > > >, (anonymous namespace)::value_distribution_from_column<float>(hyrise::Table const&, hyrise::ColumnID, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&, auto:2 const&)#1}, false>(__gnu_cxx::__normal_iterator<std::pair<float, float>*, std::vector<std::pair<float, float>, std::allocator<std::pair<float, float> > > >, __gnu_cxx::__normal_iterator<std::pair<float, float>*, std::vector<std::pair<float, float>, std::allocator<std::pair<float, float> > > >, (anonymous namespace)::value_distribution_from_column<float>(hyrise::Table const&, hyrise::ColumnID, hyrise::HistogramDomain<float, void> const&)::{lambda(auto:1 const&, auto:2 const&)#1}, int, bool)
     0.06%            43  pal-sgx  libhyrise_impl.so     [.] void hyrise::DictionarySegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >::_on_with_iterators<hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float, boost::hash<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const, float> > >&, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.05%            42  pal-sgx  libhyrise_impl.so     [.] void boost::hana::detail::on_each<hyrise::resolve_data_type<hyrise::AggregateHash::_create_aggregate_context<unsigned long>(hyrise::detail::DataType, hyrise::WindowFunction) const::{lambda(auto:1)#1}>(hyrise::detail::DataType, hyrise::AggregateHash::_create_aggregate_context<unsigned long>(hyrise::detail::DataType, hyrise::WindowFunction) const::{lambda(auto:1)#1} const&)::{lambda(auto:1)#1}*>::operator()<boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<int>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<long>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<float>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<double>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::_> const&>(boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<int>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<long>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<float>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<double>::_> const&, boost::hana::pair<hyrise::detail::DataType, boost::hana::type_impl<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::_> const&) const
     0.05%            41  pal-sgx  libhyrise_impl.so     [.] void hyrise::DictionarySegmentIterable<int, std::vector<int, boost::container::pmr::polymorphic_allocator<int> > >::_on_with_iterators<hyrise::segment_iterate<int, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<int, (hyrise::EraseTypes)0, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, (anonymous namespace)::add_segment_to_value_distribution<int>(hyrise::AbstractSegment const&, boost::unordered::unordered_flat_map<int, float, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >&, hyrise::HistogramDomain<int, void> const&)::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.05%            39  pal-sgx  libhyrise_impl.so     [.] hyrise::EqualDistinctCountHistogram<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::from_column(hyrise::Table const&, hyrise::ColumnID, unsigned long, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)
     0.05%            39  pal-sgx  libsysdb.so           [.] cmp_addr_to_vma
     0.05%            38  pal-sgx  libhyrise_impl.so     [.] hyrise::ExpressionEvaluator::_evaluate_substring[abi:cxx11](std::vector<std::shared_ptr<hyrise::AbstractExpression>, std::allocator<std::shared_ptr<hyrise::AbstractExpression> > > const&)
     0.05%            38  pal-sgx  libhyrise_impl.so     [.] std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > >::reference (anonymous namespace)::get_or_add_result<std::integral_constant<bool, false>, boost::unordered::unordered_flat_map<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void>, unsigned long, std::hash<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> >, std::equal_to<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> >, boost::container::pmr::polymorphic_allocator<std::pair<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> const, unsigned long> > >, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > >, boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> >(std::integral_constant<bool, false>, boost::unordered::unordered_flat_map<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void>, unsigned long, std::hash<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> >, std::equal_to<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> >, boost::container::pmr::polymorphic_allocator<std::pair<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> const, unsigned long> > >&, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > >&, boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void>&, hyrise::RowID const&)
     0.05%            37  pal-sgx  libhyrise_impl.so     [.] auto hyrise::AggregateHash::_partition_by_groupby_keys<boost::container::small_vector<unsigned long, 4ul, boost::container::pmr::polymorphic_allocator<unsigned long>, void> >()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#1}::operator()<hyrise::SegmentPosition<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(hyrise::SegmentPosition<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > const&) const
     0.05%            36  pal-sgx  libstdc++.so.6.0.33   [.] std::_Hash_bytes(void const*, unsigned long, unsigned long)
     0.04%            33  pal-sgx  libjemalloc.so.2      [.] je_extent_avail_remove
     0.04%            33  pal-sgx  libsysdb.so           [.] is_in_adjacent_user_vmas
     0.04%            32  pal-sgx  libhyrise_impl.so     [.] _ZN5boost4hana6detail8variadic11foldl1_implILj6ENS0_4whenILb1EEEE5applyIZN6hyrise28resolve_encoded_segment_typeIiZNKS8_24ReferenceSegmentIterableIiLNS8_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZZNS8_17materialize_inputIiiLb1EEESt6vectorINS8_9PartitionIT_EESaISI_EERKSt10shared_ptrIKNS8_5TableEENS8_8ColumnIDERSF_ISF_ImSaImEESaIST_EEmRNS_14dynamic_bitsetImSS_EERKSY_ENKUlvE_clEvEUlSH_T0_E_EEvRKSH_EUlS16_E_EEvRKNS8_22AbstractEncodedSegmentERKS13_EUlSH_S13_E_bRKNS0_4pairINS8_13enum_constantINS8_12EncodingTypeELS1G_1EEENS0_9type_implINS8_12TemplateTypeINS8_17DictionarySegmentEEEE1_EEERKNS1E_INS1F_IS1G_LS1G_2EEENS1I_INS1J_INS8_16RunLengthSegmentEEEE1_EEERKNS1E_INS1F_IS1G_LS1G_3EEENS1I_INS1J_INS8_28FixedStringDictionarySegmentEEEE1_EEERKNS1E_INS1F_IS1G_LS1G_4EEENS1I_INS1J_INS8_23FrameOfReferenceSegmentEEEE1_EEERKNS1E_INS1F_IS1G_LS1G_5EEENS1I_INS1J_INS8_10LZ4SegmentEEEE1_EEEEEDcOSH_OS13_OT1_OT2_OT3_OT4_OT5_
     0.04%            32  pal-sgx  libhyrise_impl.so     [.] hyrise::EntireChunkPosList::operator[](unsigned long) const
     0.04%            31  pal-sgx  libhyrise_impl.so     [.] boost::container::vec_iterator<hyrise::RowID*, false> boost::container::vector<hyrise::RowID, boost::container::small_vector_allocator<hyrise::RowID, boost::container::pmr::polymorphic_allocator<void>, void>, void>::priv_insert_forward_range_no_capacity<boost::container::dtl::insert_emplace_proxy<boost::container::small_vector_allocator<hyrise::RowID, boost::container::pmr::polymorphic_allocator<void>, void>, hyrise::RowID&> >(hyrise::RowID*, unsigned long, boost::container::dtl::insert_emplace_proxy<boost::container::small_vector_allocator<hyrise::RowID, boost::container::pmr::polymorphic_allocator<void>, void>, hyrise::RowID&>, boost::move_detail::integral_constant<unsigned int, 1u>)
     0.04%            31  pal-sgx  libhyrise_impl.so     [.] void hyrise::ReferenceSegmentIterable<int, (hyrise::EraseReferencedSegmentType)0>::_on_with_iterators<hyrise::segment_iterate<int, (hyrise::EraseTypes)0, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2}>(hyrise::AbstractSegment const&, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<int, (hyrise::EraseTypes)0, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2}>(hyrise::AbstractSegment const&, hyrise::ExpressionEvaluator::_materialize_segment_if_not_yet_materialized(hyrise::ColumnID)::$_0::operator()<boost::hana::basic_type<int> >(boost::hana::basic_type<int>) const::{lambda(auto:1 const&)#2} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.04%            31  pal-sgx  libsysdb.so           [.] bkeep_convert_tmp_vma_to_user
     0.04%            29  pal-sgx  libhyrise_impl.so     [.] boost::unordered::detail::foa::table_core<boost::unordered::detail::foa::flat_map_types<int, float>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::table_arrays, boost::unordered::detail::foa::plain_size_control, boost::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >::unchecked_rehash(boost::unordered::detail::foa::table_arrays<std::pair<int const, float>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::pow2_size_policy>&)
     0.04%            29  pal-sgx  libhyrise_impl.so     [.] hyrise::ExpressionEvaluator::evaluate_expression_to_segment(hyrise::AbstractExpression const&)
